1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0.000117669,0.000165649,0.000228279,0.000264529,0.000339742333333333,0.000395742333333333,0.000482742333333333,0.000542449,0.000605669,0.000659169,0.000725169,0.000777169,0.000847669,0.000906669,0.000957669,0.001018449,0.001082449,0.001150449,0.001217449,0.001247449,0.001313449,0.001387449,0.001414449,0.001497449,0.001479449,0.001558449,0.001584449,0.001653449,0.001705449,0.001746449,0.001816449,0.001878449,0.001915449,0.001966449,0.002028449,0.002349449,0.002488449,0.002460449,0.002331449,0.002415449,0.002479449,0.002516449,0.002719449,0.002691449,0.002743449,0.002710449,0.002745449,0.002839449,0.002920449,0.002894449,0.003027449,0.003137449,0.003083449,0.003153449,0.003195449,0.003288449,0.003378449,0.003363449,0.003427449,0.003514449,0.003555449,0.003649449,0.003814449,0.003887449,0.003939449,0.004052449,0.004000449,0.003905449,0.004007449,0.004122449,0.004127449,0.004162449,0.004630449,0.004349449,0.004444449,0.004382449,0.004469449,0.004524449,0.004586449,0.004678449,0.004717449,0.004781449,0.004841449,0.004831449,0.004943449,0.005062449,0.004994449,0.005328449,0.005349449,0.005398449,0.005487449,0.005576449,0.005608449,0.005728449,0.005500449,0.005598449,0.005644449,0.005721449,0.005768449,0.005809449,0.006004449,0.005872449,0.006097449,0.005939449,0.006108449,0.006271449,0.006341449,0.006261449,0.006368449,0.006382449,0.006549449,0.006535449,0.006629449,0.006755449,0.006730449,0.006680449,0.008655449,0.008626449,0.006987449,0.007021449
