1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0.000118797,0.00015533675,0.000200814666666667,0.0002437705,0.0003032705,0.000354059666666667,0.000446059666666667,0.000469059666666667,0.000515638,0.000636638,0.000664373,0.000715638,0.000783638,0.000856138,0.000842138,0.000913638,0.000942638,0.001001373,0.001070373,0.001132373,0.001217373,0.001231373,0.001297373,0.001339373,0.001419373,0.001465373,0.001510373,0.001645373,0.001784373,0.001704373,0.001809373,0.001834373,0.001876373,0.001948373,0.001987373,0.002056373,0.002355373,0.002201373,0.002257373,0.002207373,0.002293373,0.002318373,0.002435373,0.002487373,0.002459373,0.002536373,0.002576373,0.002681373,0.002707373,0.002790373,0.002911373,0.002920373,0.003142373,0.003005373,0.002989373,0.003072373,0.003207373,0.003253373,0.003337373,0.003324373,0.003672373,0.003415373,0.003508373,0.003644373,0.003723373,0.003646373,0.003693373,0.003855373,0.003850373,0.003854373,0.004159373,0.004045373,0.004048373,0.004368373,0.004258373,0.004287373,0.004431373,0.004479373,0.004500373,0.004625373,0.004576373,0.004626373,0.004723373,0.004788373,0.004812373,0.004908373,0.004959373,0.005146373,0.005166373,0.005191373,0.005160373,0.005209373,0.005263373,0.005285373,0.005383373,0.005440373,0.005498373,0.005815373,0.005585373,0.005757373,0.005850373,0.005888373,0.005706373,0.005735373,0.005997373,0.005993373,0.006077373,0.006040373,0.006249373,0.006182373,0.006551373,0.006234373,0.006385373,0.006309373,0.006439373,0.006498373,0.006607373,0.006611373,0.006694373,0.006808373
